125.074,70.859
125.026,71.148
124.978,71.438
124.93,71.728
124.883,72.018
124.836,72.307
124.789,72.598
124.743,72.888
124.698,73.179
124.654,73.469
124.61,73.759
124.564,74.049
124.519,74.339
124.474,74.63
124.429,74.92
124.383,75.21
124.34,75.501
124.294,75.79
124.25,76.081
124.209,76.372
124.163,76.662
124.114,76.951
124.065,77.241
124.019,77.532
123.974,77.821
123.929,78.111
123.884,78.402
123.838,78.692
123.792,78.983
123.746,79.272
123.701,79.562
123.655,79.853
123.608,80.142
123.562,80.432
123.515,80.723
123.469,81.012
123.423,81.302
123.377,81.593
123.331,81.882
123.29,82.174
123.246,82.464
123.195,82.753
123.149,83.043
123.103,83.333
123.057,83.624
123.012,83.914
122.967,84.204
122.922,84.494
122.877,84.784
122.832,85.075
122.787,85.365
122.743,85.655
122.697,85.946
122.658,86.236
122.62,86.528
122.567,86.816
122.519,87.106
122.475,87.397
122.43,87.687
122.385,87.978
122.341,88.267
122.296,88.558
122.251,88.848
122.206,89.138
122.162,89.429
122.117,89.719
122.081,90.011
122.041,90.301
121.986,90.591
121.938,90.88
121.892,91.17
121.846,91.46
121.801,91.75
121.755,92.04
121.71,92.331
121.665,92.621
121.619,92.911
121.573,93.201
121.529,93.491
121.491,93.783
121.441,94.072
121.392,94.362
121.351,94.652
121.313,94.944
121.258,95.232
121.206,95.521
121.164,95.813
121.124,96.103
121.077,96.392
121.028,96.683
120.979,96.972
120.933,97.262
120.888,97.553
120.842,97.842
120.797,98.133
120.752,98.423
120.706,98.713
120.661,99.004
120.615,99.293
120.569,99.583
120.526,99.874
120.492,100.166
120.437,100.455
120.386,100.744
120.341,101.033
120.296,101.324
120.25,101.614
120.205,101.905
120.157,102.194
120.119,102.486
120.087,102.777
120.028,103.065
119.977,103.355
119.936,103.645
119.894,103.936
119.84,104.225
119.791,104.514
119.744,104.804
119.698,105.094
119.651,105.384
119.605,105.674
119.559,105.964
119.513,106.254
119.467,106.545
119.421,106.835
119.375,107.124
119.329,107.415
119.283,107.705
119.237,107.994
119.192,108.285
119.146,108.575
119.1,108.866
119.055,109.156
119.01,109.445
118.964,109.736
118.917,110.026
118.878,110.317
118.838,110.608
118.782,110.896
118.738,111.187
118.693,111.477
118.648,111.768
118.604,112.057
118.559,112.347
118.514,112.638
118.473,112.929
118.437,113.22
118.396,113.512
118.341,113.8
118.292,114.089
118.247,114.379
118.203,114.67
118.16,114.96
118.116,115.251
118.071,115.541
118.031,115.832
117.991,116.123
117.945,116.414
117.899,116.703
117.855,116.993
117.812,117.284
117.77,117.574
117.727,117.866
117.685,118.156
117.643,118.447
117.601,118.737
117.559,119.028
117.517,119.319
117.475,119.61
117.433,119.9
117.391,120.191
117.35,120.481
117.309,120.773
117.268,121.063
117.227,121.354
117.186,121.646
117.144,121.936
117.108,122.228
117.071,122.518
117.027,122.809
116.983,123.099
116.942,123.391
116.901,123.681
116.86,123.972
116.819,124.263
116.779,124.554
116.738,124.844
116.698,125.136
116.657,125.427
116.617,125.717
116.576,126.009
116.535,126.299
116.494,126.59
116.453,126.881
116.412,127.172
116.37,127.462
116.328,127.753
116.287,128.044
116.248,128.335
116.206,128.625
116.16,128.916
116.116,129.206
116.072,129.497
116.028,129.787
115.983,130.078
115.938,130.368
115.892,130.657
115.847,130.948
115.801,131.238
115.755,131.528
115.71,131.818
115.668,132.109
115.618,132.399
115.566,132.688
115.516,132.977
115.465,133.266
115.421,133.557
115.372,133.846
115.313,134.134
115.255,134.422
115.196,134.71
115.139,134.998
115.075,135.284
115.001,135.568
114.931,135.854
114.86,136.139
114.777,136.421
114.686,136.7
114.59,136.977
114.49,137.253
114.381,137.526
114.267,137.796
114.141,138.061
114.01,138.324
113.868,138.581
113.721,138.835
113.558,139.079
113.39,139.319
113.209,139.55
113.021,139.775
112.821,139.989
112.612,140.195
112.398,140.395
112.172,140.581
111.942,140.762
111.709,140.939
111.463,141.099
111.206,141.239
110.947,141.376
110.681,141.499
110.414,141.618
110.138,141.714
109.857,141.798
109.572,141.863
109.285,141.92
108.995,141.954
108.703,141.978
108.411,141.978
108.118,141.969
107.827,141.945
107.536,141.912
107.246,141.876
106.956,141.833
106.668,141.783
106.381,141.731
106.093,141.677
105.806,141.622
105.518,141.57
105.23,141.517
104.943,141.461
104.655,141.414
104.367,141.362
104.079,141.31
103.79,141.261
103.501,141.219
103.212,141.174
102.924,141.126
102.635,141.078
102.346,141.032
102.057,140.986
101.768,140.94
101.48,140.894
101.191,140.848
100.902,140.802
100.613,140.757
100.324,140.712
100.035,140.667
99.746,140.622
99.457,140.574
99.168,140.528
98.879,140.485
98.59,140.441
98.301,140.397
98.012,140.352
97.723,140.308
97.433,140.264
97.144,140.222
96.855,140.179
96.565,140.138
96.275,140.097
95.986,140.056
95.696,140.017
95.406,139.98
95.116,139.943
94.825,139.908
94.535,139.873
94.244,139.839
93.954,139.804
93.663,139.775
93.372,139.745
93.081,139.717
92.79,139.689
92.499,139.662
92.207,139.637
91.916,139.612
91.624,139.589
91.333,139.567
91.041,139.547
90.749,139.528
90.457,139.51
90.165,139.493
89.873,139.478
89.581,139.463
89.289,139.451
88.996,139.441
88.704,139.433
88.412,139.426
88.119,139.421
87.827,139.418
87.534,139.418
87.242,139.422
86.949,139.422
86.657,139.423
86.365,139.432
86.072,139.441
85.78,139.453
85.488,139.467
85.196,139.481
84.904,139.499
84.612,139.525
84.321,139.547
84.029,139.57
83.738,139.599
83.448,139.633
83.158,139.67
82.868,139.712
82.579,139.757
82.291,139.806
82.003,139.862
81.717,139.919
81.433,139.99
81.15,140.064
80.865,140.133
80.583,140.208
80.303,140.293
80.024,140.382
79.748,140.48
79.474,140.582
79.203,140.693
78.934,140.808
78.671,140.937
78.417,141.082
78.156,141.215
77.895,141.347
77.638,141.488
77.387,141.638
77.146,141.806
76.902,141.967
76.66,142.132
76.422,142.302
76.189,142.48
75.958,142.66
75.731,142.845
75.507,143.035
75.286,143.227
75.066,143.421
74.856,143.625
74.647,143.831
74.429,144.026
74.218,144.23
74.008,144.435
73.803,144.643
73.598,144.853
73.394,145.064
73.201,145.284
72.983,145.48
72.771,145.683
72.573,145.899
72.354,146.094
72.138,146.292
71.925,146.493
71.712,146.695
71.498,146.895
71.282,147.092
71.064,147.29
70.844,147.483
70.623,147.675
70.4,147.865
70.175,148.053
69.947,148.237
69.717,148.418
69.485,148.597
69.262,148.787
69.024,148.957
68.776,149.114
68.553,149.303
68.303,149.457
68.048,149.6
67.798,149.752
67.547,149.903
67.292,150.048
67.037,150.19
66.777,150.326
66.517,150.459
66.253,150.587
65.987,150.709
65.718,150.825
65.45,150.942
65.182,151.059
64.905,151.154
64.628,151.247
64.35,151.339
64.07,151.425
63.789,151.506
63.506,151.58
63.223,151.656
62.939,151.725
62.651,151.777
62.363,151.827
62.074,151.874
61.785,151.919
61.496,151.963
61.205,151.987
60.913,152.012
60.621,152.03
60.329,152.043
60.037,152.052
59.745,152.059
59.452,152.06
59.16,152.059
58.867,152.052
58.575,152.04
58.283,152.025
57.991,152.005
57.7,151.981
57.409,151.95
57.118,151.916
56.829,151.875
56.54,151.83
56.252,151.775
55.965,151.72
55.679,151.658
55.395,151.591
55.112,151.517
54.83,151.438
54.55,151.352
54.271,151.264
53.995,151.169
53.719,151.07
53.446,150.966
53.173,150.859
52.903,150.746
52.634,150.632
52.375,150.495
52.112,150.366
