123.122,70.623
123.077,70.914
123.034,71.204
122.993,71.495
122.943,71.784
122.896,72.074
122.851,72.365
122.805,72.655
122.759,72.944
122.714,73.235
122.668,73.525
122.622,73.815
122.577,74.105
122.531,74.395
122.485,74.686
122.44,74.976
122.394,75.266
122.349,75.556
122.304,75.846
122.259,76.137
122.214,76.427
122.177,76.718
122.129,77.008
122.078,77.297
122.034,77.588
121.99,77.878
121.945,78.169
121.899,78.458
121.854,78.748
121.808,79.039
121.763,79.329
121.719,79.62
121.676,79.91
121.631,80.2
121.584,80.49
121.538,80.78
121.492,81.071
121.449,81.361
121.408,81.652
121.361,81.942
121.314,82.231
121.269,82.522
121.224,82.812
121.179,83.102
121.134,83.393
121.089,83.682
121.044,83.973
120.999,84.263
120.954,84.554
120.908,84.844
120.863,85.133
120.82,85.424
120.774,85.714
120.731,86.005
120.689,86.295
120.639,86.585
120.592,86.875
120.547,87.165
120.501,87.455
120.455,87.745
120.409,88.035
120.363,88.326
120.317,88.616
120.271,88.905
120.224,89.196
120.177,89.485
120.131,89.775
120.084,90.066
120.038,90.355
119.991,90.645
119.945,90.936
119.899,91.225
119.853,91.516
119.806,91.806
119.76,92.095
119.713,92.386
119.667,92.676
119.62,92.965
119.573,93.256
119.526,93.545
119.482,93.836
119.445,94.127
119.39,94.416
119.337,94.704
119.289,94.995
119.241,95.284
119.196,95.574
119.148,95.864
119.098,96.154
119.049,96.443
119.001,96.734
118.953,97.023
118.905,97.312
118.858,97.603
118.811,97.892
118.763,98.182
118.72,98.473
118.674,98.763
118.626,99.052
118.58,99.343
118.541,99.633
118.494,99.924
118.443,100.213
118.397,100.503
118.352,100.794
118.307,101.083
118.262,101.373
118.219,101.664
118.175,101.954
118.13,102.245
118.085,102.535
118.043,102.826
118.002,103.116
117.956,103.407
117.91,103.697
117.866,103.987
117.822,104.278
117.779,104.568
117.734,104.859
117.692,105.149
117.652,105.44
117.604,105.73
117.558,106.019
117.52,106.311
117.483,106.603
117.43,106.891
